公司名称,公司行业,公司链接,职位,地区,薪资,标签,职位类型
温州市讯和电脑科技有限公司,计算机硬件,https://www.liepin.com/company/13842951/,财务审计助理不加班,上海-静安区,6-7k,[],无
佳期投资,基金/证券/期货,https://www.liepin.com/company/9264228/,Full-Stack Engineer(Top Hedge Fund),北京-海淀区,25-50k·16薪,['本科'],应届
佳期投资,基金/证券/期货,https://www.liepin.com/company/9264228/,Full-Stack Engineer(Top Hedge Fund),上海-浦东新区,25-50k·16薪,['本科'],应届
佳期投资,基金/证券/期货,https://www.liepin.com/company/9264228/,全栈工程师（2025年校招，头部金融公司，外企氛围）,北京-海淀区,25-50k·16薪,['本科'],应届
佳期投资,基金/证券/期货,https://www.liepin.com/company/9264228/,全栈工程师（2025年校招，头部金融公司，外企氛围）,上海-浦东新区,25-50k·16薪,['本科'],应届
中科院自动化研究所,人工智能,https://www.liepin.com/company/8809978/,多模态具身大模型助理研究员(J10485),北京-海淀区,16-22k,['博士'],应届
中科院自动化研究所,人工智能,https://www.liepin.com/company/8809978/,多模态预训练助理研究员（博士后）(J10484),北京-海淀区,20-40k,['博士'],应届
中科院自动化研究所,人工智能,https://www.liepin.com/company/8809978/,通用视觉预训练助理研究员(J10483),北京-海淀区,13-22k,['博士'],应届
南京索帕新能源有限公司,机械/设备,https://www.liepin.com/company/12536211/,AI工程师（应届）,南京-雨花台区,5-10k,['本科'],应届
拼多多集团-PDD,互联网,https://www.liepin.com/company/8537928/,数据分析师,上海-长宁区,20-40k·16薪,['本科'],应届
思朗科技,电子/半导体/集成电路,https://www.liepin.com/company/9700213/,2025届-ASIC数字设计工程师,北京-海淀区,20-40k·15薪,['硕士'],应届
思朗科技,电子/半导体/集成电路,https://www.liepin.com/company/9700213/,2025届-ASIC数字设计工程师,西安,20-40k·15薪,['硕士'],应届
思朗科技,电子/半导体/集成电路,https://www.liepin.com/company/9700213/,2025届-ASIC数字设计工程师,成都-武侯区,20-40k·15薪,['硕士'],应届
思朗科技,电子/半导体/集成电路,https://www.liepin.com/company/9700213/,2025届-ASIC数字设计工程师,上海-静安区,20-40k·15薪,['硕士'],应届
浙江华感科技有限公司,电子/半导体/集成电路,https://www.liepin.com/company/13348899/,测温工程师,杭州-萧山区,16-20k,['硕士'],应届
新易盛通信,通信设备,https://www.liepin.com/company/8830656/,硅光芯片设计工程师(J10283),成都-双流区,35-50k·14薪,['博士'],应届
浙江杭机股份有限公司,机械/设备,https://www.liepin.com/company/12721473/,软件设计管培生,杭州-西湖区,5-6k,['本科'],应届
清华大学,其他行业,https://www.liepin.com/company/8788901/,博士后-电力系统,北京-海淀区,15-20k,['博士'],应届
苏州海星生物科技,培训服务,https://www.liepin.com/company/12871239/,高级生物信息分析工程师,武汉-洪山区,15-20k,['硕士'],应届
苏州海星生物科技,培训服务,https://www.liepin.com/company/12871239/,高级生物信息分析工程师,苏州-太仓,15-23k,['硕士'],应届
振德医疗集团,医疗器械,https://www.liepin.com/company/8329701/,软件维护工程师（2025届校招）(J10935),绍兴-越城区,6-10k,['本科'],应届
马上消费,科技金融,https://www.liepin.com/company/8437464/,校招-风控数据决策分析师,北京-朝阳区,16-26k·14薪,['硕士'],应届
马上消费,科技金融,https://www.liepin.com/company/8437464/,校招-经营数据分析师,北京-朝阳区,15-20k,['硕士'],应届
温州市讯和电脑科技有限公司,计算机硬件,https://www.liepin.com/company/13842951/,电话销售客服,重庆-渝北区,6-7k,[],无
金雷科技股份公司,机械/设备,https://www.liepin.com/company/10282347/,机械结构研发工程师,天津-南开区,9-15k,['硕士'],应届
水滴公司,互联网,https://www.liepin.com/company/8939472/,校招-后端开发工程师(A46487),北京-朝阳区,15-18k·16薪,['本科'],应届
水滴公司,互联网,https://www.liepin.com/company/8939472/,校招-后端开发工程师(A201109),北京-朝阳区,15-18k·16薪,['本科'],应届
水滴公司,互联网,https://www.liepin.com/company/8939472/,校招-算法工程师(A127217),北京-朝阳区,22-35k·16薪,['硕士'],应届
东北证券股份有限公司,基金/证券/期货,https://www.liepin.com/company/7963383/,策略研究员(J13382),上海-浦东新区,9-12k,['硕士'],应届
上海融航信息技术股份有限公司,基金/证券/期货,https://www.liepin.com/company/9873279/,C++开发工程师,上海-浦东新区,7-15k,['本科'],应届
杉数科技,云计算/大数据,https://www.liepin.com/company/8917442/,求解器技术支持专家 (MJ000300),北京-东城区,15-25k,['本科'],应届
成都绮罗森象传媒有限公司,文化艺术业,https://www.liepin.com/company/13977337/,运营助理,成都,5-9k,['大专'],应届
宽德投资,基金/证券/期货,https://www.liepin.com/company/9301156/,量化交易风险管理员,上海-浦东新区,14-20k·16薪,['本科'],应届
宽德投资,基金/证券/期货,https://www.liepin.com/company/9301156/,量化交易风险管理员,上海-浦东新区,15-20k·15薪,['本科'],应届
小鹏汽车,整车制造,https://www.liepin.com/company/8908817/,【25届校招】感知算法软件工程师(A143439),深圳-南山区,25-40k,['硕士'],应届
长江存储科技有限责任公司,电子/半导体/集成电路,https://www.liepin.com/company/8980832/,工艺整合工程师,武汉-洪山区,薪资面议,['博士'],应届
深圳市新凯来技术有限公司,电子/半导体/集成电路,https://www.liepin.com/company/13130541/,半导体设备工程师,深圳-龙岗区,30-50k·15薪,['博士'],应届
百行征信有限公司,互联网,https://www.liepin.com/company/9557307/,软件开发岗,深圳,16-20k·15薪,['本科'],应届
兴业数金,科技金融,https://www.liepin.com/company/8643653/,测试工程师,上海,12-20k,['硕士'],应届
苏州海星生物科技,培训服务,https://www.liepin.com/company/12871239/,生物信息分析工程师,苏州-太仓,11-18k,['本科'],应届
深圳方位通讯科技有限公司,通信设备,https://www.liepin.com/company/8043837/,运维开发工程师（校招）,深圳-宝安区,10-15k·13薪,['本科'],应届
深圳方位通讯科技有限公司,通信设备,https://www.liepin.com/company/8043837/,初级系统工程师（校招）,深圳-宝安区,10-18k·13薪,['本科'],应届
滴普科技,IT服务,https://www.liepin.com/company/9888355/,【2025春招-管培生】助理提示词工程师,深圳-南山区,4-7k,['本科'],应届
滴普科技,IT服务,https://www.liepin.com/company/9888355/,【2025年春招-管培生】助理后端工程师,深圳-南山区,4-7k,['本科'],应届
帝迈生物,医疗器械,https://www.liepin.com/company/4873513/,算法工程师（博士） (MJ000623),深圳-光明区,30-35k·15薪,['学历不限'],应届
深圳市鼎峰智能技术有限公司,电子/半导体/集成电路,https://www.liepin.com/company/9614092/,Thermal Engineer热设计【24/25届研究生】,上海-松江区,20-35k,['硕士'],应届
